150.0,150.0,150.0,150.0,150.0,-1.0,0.0
150.0,150.0,142.95784,117.64886,137.0256,0.0,0.0
150.0,150.0,150.0,150.0,150.0,0.0,0.0
150.0,150.0,150.0,104.31821,123.55571,-1.0,0.0
150.0,133.39392,61.935184,51.17756,59.45978,-2.0,1.0
150.0,150.0,150.0,150.0,150.0,-2.0,0.0
150.0,150.0,150.0,150.0,150.0,0.0,0.0
67.53586,65.39626,91.43756,150.0,150.0,0.0,1.0
150.0,132.88928,150.0,150.0,150.0,1.0,0.0
150.0,150.0,75.221565,60.013615,67.61346,-2.0,1.0
150.0,150.0,150.0,150.0,150.0,0.0,0.0
150.0,150.0,138.09546,150.0,150.0,1.0,0.0
150.0,150.0,150.0,150.0,150.0,0.0,0.0
150.0,150.0,150.0,150.0,150.0,0.0,0.0
150.0,134.0654,112.73241,134.0654,150.0,5.0,0.0
150.0,150.0,63.92808,39.292065,150.0,-2.0,1.0
150.0,120.063416,62.082943,53.5277,64.930115,0.0,1.0
36.96037,126.57836,150.0,150.0,137.67729,3.0,1.0
150.0,150.0,150.0,150.0,150.0,4.0,0.0
150.0,76.64977,64.716125,76.97769,150.0,0.0,1.0
50.275185,150.0,150.0,150.0,150.0,1.0,1.0
150.0,150.0,150.0,150.0,150.0,-4.0,0.0
150.0,150.0,150.0,150.0,150.0,0.0,0.0
150.0,101.60721,56.593243,50.451073,63.42457,0.0,1.0
150.0,64.69399,36.15104,32.257595,40.320248,0.0,1.0
150.0,116.58567,76.44824,74.53951,105.34233,2.0,1.0
150.0,150.0,35.761585,36.009743,52.96286,5.0,1.0
150.0,150.0,150.0,150.0,150.0,1.0,0.0
87.071945,60.669945,61.48414,91.86721,150.0,1.0,1.0
150.0,150.0,80.5904,67.418724,150.0,-4.0,1.0
150.0,150.0,150.0,150.0,150.0,0.0,0.0
150.0,150.0,66.5982,44.078896,43.106693,0.0,1.0
150.0,150.0,150.0,150.0,150.0,2.0,0.0
150.0,150.0,150.0,150.0,150.0,3.0,0.0
150.0,150.0,150.0,47.859787,77.191124,3.0,1.0
150.0,150.0,150.0,150.0,150.0,0.0,0.0
150.0,150.0,150.0,150.0,150.0,5.0,0.0
150.0,150.0,49.47668,94.69696,150.0,0.0,1.0
86.93955,88.76001,134.49678,150.0,150.0,0.0,0.0
150.0,150.0,65.76885,50.41529,54.80209,-2.0,1.0
48.918278,46.691444,63.79099,150.0,150.0,-1.0,1.0
150.0,118.72659,150.0,150.0,104.160835,3.0,0.0
47.729465,72.624306,150.0,150.0,150.0,2.0,1.0
150.0,150.0,113.861824,67.454025,62.03232,-1.0,1.0
150.0,150.0,63.380215,69.03317,116.904274,0.0,1.0
150.0,150.0,150.0,150.0,150.0,0.0,0.0
150.0,150.0,150.0,150.0,150.0,3.0,0.0
84.07563,34.54281,27.485163,30.568838,53.78014,0.0,1.0
130.52994,85.0212,72.31314,86.73972,150.0,0.0,1.0
150.0,150.0,58.100174,43.569572,46.46726,0.0,1.0
150.0,150.0,150.0,150.0,150.0,0.0,0.0
104.368256,75.48867,78.67003,123.18272,150.0,-2.0,0.0
150.0,72.71245,53.425667,56.201454,89.23232,-1.0,1.0
150.0,150.0,150.0,150.0,150.0,-3.0,0.0
40.84454,40.99974,60.115227,150.0,150.0,1.0,1.0
150.0,150.0,116.45447,58.863163,50.272636,0.0,1.0
150.0,138.32742,116.30687,138.32742,150.0,0.0,0.0
150.0,150.0,114.28383,107.1868,144.15225,3.0,0.0
150.0,150.0,150.0,150.0,150.0,1.0,0.0
150.0,120.14215,101.1309,120.3226,150.0,0.0,0.0
150.0,150.0,150.0,150.0,150.0,-1.0,0.0
150.0,73.201706,59.79846,68.83778,130.83052,-2.0,1.0
150.0,138.5837,76.73669,68.23693,85.81116,0.0,1.0
95.85658,54.731525,49.377117,62.91527,150.0,4.0,1.0
96.07333,39.072426,30.966766,34.397602,150.0,0.0,1.0
150.0,150.0,150.0,150.0,150.0,-2.0,0.0
150.0,150.0,150.0,150.0,90.67852,0.0,0.0
150.0,150.0,150.0,51.431232,50.02001,1.0,1.0
150.0,150.0,150.0,150.0,150.0,0.0,0.0
91.400734,63.512524,64.26196,95.812294,150.0,-1.0,1.0
55.893795,92.70236,150.0,150.0,123.2857,3.0,1.0
150.0,113.604866,95.77535,114.08943,150.0,0.0,0.0
150.0,150.0,150.0,139.91232,150.0,0.0,0.0
150.0,150.0,150.0,150.0,150.0,0.0,0.0
150.0,150.0,72.51988,82.28016,150.0,1.0,1.0
64.474266,58.05774,58.024532,84.82828,150.0,2.0,1.0
98.52434,39.704124,31.378687,34.778362,60.781376,-1.0,1.0
150.0,150.0,150.0,54.522797,38.25354,0.0,1.0
95.62444,46.418976,39.027344,45.95212,92.24711,4.0,1.0
125.336845,80.595276,77.66047,108.00573,150.0,0.0,1.0
150.0,115.39717,97.07329,115.391266,150.0,3.0,0.0
150.0,150.0,150.0,97.68433,79.15339,-1.0,0.0
150.0,150.0,58.199493,38.36748,37.393288,5.0,1.0
120.00815,150.0,150.0,98.089485,59.215996,-4.0,1.0
75.46014,56.606792,60.537148,99.017006,150.0,-2.0,1.0
150.0,150.0,150.0,71.873535,63.71736,-4.0,1.0
150.0,62.040142,41.728786,41.206814,58.9537,0.0,1.0
150.0,150.0,150.0,150.0,150.0,1.0,0.0
82.955055,39.23785,32.686398,38.030907,74.17647,0.0,1.0
88.300156,92.58254,146.57826,150.0,150.0,3.0,0.0
44.16341,46.31792,56.374825,74.639854,150.0,0.0,1.0
150.0,150.0,66.82488,79.235054,150.0,-1.0,1.0
150.0,150.0,150.0,150.0,150.0,-2.0,0.0
150.0,150.0,73.97003,65.24763,81.281746,-4.0,1.0
150.0,150.0,78.58073,65.968475,78.03443,-5.0,1.0
73.41598,37.12822,31.735031,37.85939,78.72732,0.0,1.0
80.20623,39.584667,33.506603,39.619545,80.45908,0.0,1.0
53.57101,53.54148,150.0,150.0,150.0,3.0,1.0
94.28093,51.897213,46.00574,57.404724,135.24352,0.0,1.0
